timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2022-10-03T00:00:00Z,0.00033244008,0.00034734297,0.00029578597,0.00030932515,1783805099.74,0.00033305568,0.00034742491,0.00029548754,0.00030982278,503638498.85,12925561,503638498,27828712,1075744203,163668122
2022-10-02T00:00:00Z,0.00033479424,0.00037186718,0.00032177632,0.00033262662,2067927527.85,0.00033561821,0.00037282031,0.00032289796,0.00033300593,604383408.11,22946306,604383408,28024151,1227413092,185160568
2022-10-01T00:00:00Z,0.00030288057,0.00035129332,0.00028984607,0.00033496929,1185529632.21,0.00030364395,0.00035160374,0.00029007952,0.00033555739,334404142.47,10695314,334404142,13504904,712799461,114125809
2022-09-30T00:00:00Z,0.00028230394,0.00030980911,0.00027824459,0.00030310380,1278441850.09,0.00028284182,0.00031103786,0.00027876631,0.00030390039,384101287.67,10435115,384101287,17601176,774358737,91945533
2022-09-29T00:00:00Z,0.00027480705,0.00028646831,0.00026877810,0.00028059962,934345563.38,0.00027493263,0.00028940943,0.00026912939,0.00028114918,259134256.88,4747466,259134256,10208201,582548919,77706719
2022-09-28T00:00:00Z,0.00027746989,0.00029497653,0.00025646555,0.00027367982,1451574113.80,0.00027771685,0.00029544872,0.00025649666,0.00027380719,433812485.83,12888173,433812485,16508544,840202287,148162622
2022-09-27T00:00:00Z,0.00030905823,0.00031260895,0.00026474664,0.00027763294,1723308790.01,0.00030985952,0.00031311799,0.00026538543,0.00027791483,513473255.85,14666535,513473255,23727698,1045382139,126059160
2022-09-26T00:00:00Z,0.00019653894,0.00032881647,0.00018188711,0.00031038523,3954734945.52,0.00019663543,0.00033073749,0.00018183172,0.00031083253,1523791856.13,44529538,1523791856,70631590,1908165267,407616692
2022-09-25T00:00:00Z,0.00022569740,0.00024137893,0.00017890472,0.00019675012,1049350708.30,0.00022570055,0.00024118987,0.00017916365,0.00019675477,288332641.05,8337897,288332641,14409777,674288809,63981582
2022-09-24T00:00:00Z,0.00025624854,0.00026783761,0.00022134004,0.00022564906,772472904.30,0.00025616347,0.00026790853,0.00022159630,0.00022564640,220675578.65,5400172,220675578,11299127,446434654,88663371
2022-09-23T00:00:00Z,0.00027620323,0.00028556903,0.00022077674,0.00025832185,1259283780.92,0.00027714276,0.00028597289,0.00021909840,0.00025822668,416135938.63,8391511,416135938,21820679,696932836,116002815
2022-09-22T00:00:00Z,0.00028295239,0.00029051476,0.00026383305,0.00027601361,736268633.84,0.00028386807,0.00028992584,0.00026179905,0.00027688080,200353093.53,3678020,200353093,10864553,463688068,57684898
2022-09-21T00:00:00Z,0.00030131339,0.00031111358,0.00026289703,0.00028460766,1199060941.13,0.00030175101,0.00031178946,0.00026836931,0.00028594795,313080498.37,7145635,313080498,14363609,786448242,78022954
2022-09-20T00:00:00Z,0.00031099028,0.00031299006,0.00028413849,0.00030150015,1043730634.84,0.00031108961,0.00031465710,0.00028465849,0.00030186473,293499219.29,7572624,293499219,13149598,642830504,86678688
2022-09-19T00:00:00Z,0.00027290928,0.00032157158,0.00026349963,0.00031118424,1541148772.96,0.00027265383,0.00032184998,0.00026414430,0.00031111598,484623479.23,14431638,484623479,21924745,902134086,118034823
2022-09-18T00:00:00Z,0.00030897729,0.00032234973,0.00026498096,0.00027255660,1127924278.52,0.00030925825,0.00032214393,0.00026511194,0.00027249968,278122559.18,9140217,278122559,13334001,738131185,89196314
2022-09-17T00:00:00Z,0.00030371875,0.00032980870,0.00028677978,0.00030868713,1485632209.40,0.00030436761,0.00033006282,0.00028725222,0.00030898648,397703270.74,15022877,397703270,16863288,941560240,114482531
2022-09-16T00:00:00Z,0.00025961798,0.00033522641,0.00025510222,0.00030404470,2377391863.07,0.00025914590,0.00033507060,0.00025554981,0.00030419621,753690689.09,26535921,753690689,36383930,1358341730,202439590
2022-09-15T00:00:00Z,0.00029924989,0.00029993764,0.00024068282,0.00025919183,1479177853.84,0.00029980602,0.00030008771,0.00024070283,0.00025946795,425749282.15,14903730,425749282,20080836,904350042,114093962
2022-09-14T00:00:00Z,0.00035786360,0.00037436588,0.00025326864,0.00029951854,2195387886.46,0.00035787255,0.00037436808,0.00025379876,0.00029984887,736518051.88,31220960,736518051,32737666,1203515423,191395783
2022-09-13T00:00:00Z,0.00029999265,0.00039687596,0.00029044326,0.00035978984,2855059216.12,0.00029993768,0.00039715837,0.00029091414,0.00035976933,1091341205.60,43267629,1091341205,45512908,1440619653,234317818
2022-09-12T00:00:00Z,0.00043182615,0.00043426797,0.00029194183,0.00029922687,1927108098.98,0.00043260305,0.00043492918,0.00029210701,0.00029898344,701501958.67,29553365,701501958,40199326,997608059,158245388
2022-09-11T00:00:00Z,0.00043756900,0.00047358906,0.00039059594,0.00043295415,1607105558.53,0.00043817092,0.00047390396,0.00039091710,0.00043348701,629075420.64,21221828,629075420,27173704,814760384,114874221
2022-09-10T00:00:00Z,0.00043061469,0.00050873832,0.00041182357,0.00043714621,2400521036.95,0.00043092165,0.00051030396,0.00041223082,0.00043755199,1036372805.38,30622984,1036372805,42378666,1097837965,193308615
2022-09-09T00:00:00Z,0.00051549612,0.00055163999,0.00036425892,0.00042856580,3706371468.55,0.00051723028,0.00059322963,0.00036565321,0.00042886169,1615474442.16,49491403,1615474442,95803731,1658539210,287062681
2022-09-08T00:00:00Z,0.00043932888,0.00059376765,0.00042350626,0.00051424736,5210069831.80,0.00043980067,0.00059493923,0.00042285262,0.00051551452,2207698564.59,82605496,2207698564,107238521,2403461961,409065287
2022-09-07T00:00:00Z,0.00037973475,0.00048744307,0.00033272130,0.00043845782,3734107013.48,0.00037927637,0.00048790822,0.00033297556,0.00043858640,1451356584.27,58341163,1451356584,73165975,1829001006,322242283
2022-09-06T00:00:00Z,0.00040710995,0.00045395913,0.00034417990,0.00038064789,3892084480.24,0.00040476464,0.00045264322,0.00034437199,0.00038031073,1352985958.45,51564213,1352985958,79691852,2094910053,312932403
2022-09-05T00:00:00Z,0.00025327953,0.00042657056,0.00024805829,0.00040672324,3436702792.23,0.00025343782,0.00042604289,0.00024813240,0.00040417157,1305351432.09,57814928,1305351432,74706743,1698905691,299923997
2022-09-04T00:00:00Z,0.00026129869,0.00027358969,0.00023541622,0.00025380564,851702201.52,0.00026100529,0.00027268352,0.00023525297,0.00025380702,210008534.66,9036972,210008534,12642118,561734408,58280167
2022-09-03T00:00:00Z,0.00024174995,0.00026943618,0.00022628030,0.00026127885,1195889352.41,0.00024136629,0.00026931696,0.00022573643,0.00026099436,335661853.91,13922189,335661853,17161659,743546981,85596667
2022-09-02T00:00:00Z,0.00027564268,0.00031085266,0.00021910062,0.00024152370,2111461806.91,0.00027555527,0.00030901716,0.00021937539,0.00024097627,580274445.74,24148579,580274445,39359512,1340903696,126775572
2022-09-01T00:00:00Z,0.00022209981,0.00030156618,0.00020060934,0.00027688744,3250966149.10,0.00022158562,0.00030052094,0.00020394149,0.00027663760,1051498331.17,43497581,1051498331,68262650,1847248840,240458745
2022-08-31T00:00:00Z,0.00015742616,0.00024776726,0.00014973728,0.00022238436,1646843280.64,0.00015872163,0.00024160636,0.00014954570,0.00022168327,502366281.58,17876777,502366281,28716129,963445601,134438490
2022-08-30T00:00:00Z,0.00013194872,0.00016300638,0.00013049963,0.00015752621,1036954401.30,0.00013163460,0.00016394999,0.00012965226,0.00015878129,244515104.45,8930488,244515104,10874847,710256453,62377507
2022-08-29T00:00:00Z,0.00012517250,0.00013552017,0.00012342628,0.00013170488,401704607.09,0.00012512581,0.00013619648,0.00012360334,0.00013131698,77060785.42,2149333,77060785,3887254,294228192,24379041
2022-08-28T00:00:00Z,0.00013332033,0.00013490772,0.00011992193,0.00012520926,473208272.17,0.00013402472,0.00013535094,0.00011987367,0.00012521935,80932439.77,2332437,80932439,2986263,359811985,27145145
2022-08-27T00:00:00Z,0.00012377039,0.00013775352,0.00011772436,0.00013338065,802014761.85,0.00012362557,0.00015144331,0.00011754850,0.00013413362,133387232.55,3533836,133387232,5781487,616355342,42956863
2022-08-26T00:00:00Z,0.00013086604,0.00014114722,0.00011524021,0.00012380968,1135622062.30,0.00013096681,0.00014219582,0.00011558593,0.00012359121,181215883.07,5226739,181215883,9100496,880748809,59330133
2022-08-25T00:00:00Z,0.00010003760,0.00013812380,0.000099740008,0.00013092400,723649887.41,0.000099985281,0.00013954506,0.000099727553,0.00013109284,150261657.75,4721668,150261657,7266369,500181476,61218715
2022-08-24T00:00:00Z,0.00010584105,0.00010768288,0.000098923544,0.00010000528,222465926.64,0.00010578113,0.00010800350,0.000099090202,0.00010002976,42172262.17,797215,42172262,2613791,159980529,16902127
2022-08-23T00:00:00Z,0.000091858927,0.00010785534,0.000089588023,0.00010568532,278396791.65,0.000091767299,0.00010949756,0.000089634438,0.00010567774,68320512.59,1481889,68320512,3285009,172517557,32791822
2022-08-22T00:00:00Z,0.000090355364,0.000094228621,0.000087639866,0.000092049346,90284143.71,0.000090340940,0.000094201714,0.000087725556,0.000091936967,18237094.41,484617,18237094,1057812,59509470,10995148
2022-08-21T00:00:00Z,0.000088224668,0.000092335828,0.000087519770,0.000090420817,60525090.32,0.000088307344,0.000093079855,0.000087533251,0.000090523415,11624063.72,244455,11624063,606581,40087607,7962382
2022-08-20T00:00:00Z,0.000086092456,0.000091191567,0.000085372068,0.000088135808,74113462.18,0.000085933558,0.000091464222,0.000085517956,0.000088077949,14530728.86,538478,14530728,644114,49260046,9140093
2022-08-19T00:00:00Z,0.000093256810,0.000095242007,0.000085365815,0.000086117216,139973880.03,0.000093127624,0.000095016548,0.000085433423,0.000086058359,28871165.95,1133626,28871165,1236286,95163304,13569496
2022-08-18T00:00:00Z,0.000094972989,0.000099105663,0.000090654193,0.000093605293,112889512.46,0.000094931023,0.000099204839,0.000091039413,0.000093429479,22563551.35,567922,22563551,883344,74874196,14000496
2022-08-17T00:00:00Z,0.000097191155,0.000098788889,0.000088228412,0.000095080877,92522069.74,0.000097149800,0.000098845926,0.000089988183,0.000094978991,18191762.31,656477,18191762,951466,61215873,11506490
2022-08-16T00:00:00Z,0.000096706712,0.000098033349,0.000095671892,0.000097179249,58910231.46,0.000096609737,0.000098371560,0.000095579407,0.000097146416,13282199.07,316543,13282199,736295,32716605,11858587
2022-08-15T00:00:00Z,0.00010042810,0.00010517140,0.000093872757,0.000096885437,165626897.08,0.00010029057,0.00010507022,0.000094857126,0.000096808273,37461199.12,717452,37461199,1527915,103728380,22191950
2022-08-14T00:00:00Z,0.000097021562,0.00011344458,0.000096913581,0.00010043300,208197408.49,0.000096937046,0.00011293374,0.000096455605,0.00010029631,49967780.52,1385961,49967780,2493130,122706521,31644013
2022-08-13T00:00:00Z,0.000097929201,0.00010029333,0.000096662460,0.000097045615,68830434.94,0.000097954090,0.000099967331,0.000096537388,0.000096771586,12748937.58,288983,12748937,642608,45428965,9720939
2022-08-12T00:00:00Z,0.000096987926,0.000099031122,0.000093706251,0.000097925321,88687716.50,0.000096947478,0.000099179971,0.000094155409,0.000098012928,15308403.67,302619,15308403,647681,60454350,11974661
2022-08-11T00:00:00Z,0.000098577739,0.00010050791,0.000095158259,0.000096983474,85180857.14,0.000098408562,0.00010016537,0.000095512315,0.000096994311,14632281.86,485123,14632281,899834,57427574,11736043
2022-08-10T00:00:00Z,0.000096659785,0.00010125523,0.000089942836,0.000098194865,143008531.28,0.000096726404,0.00010094626,0.000090572200,0.000098260687,26254982.18,554555,26254982,892030,99500131,15806831
2022-08-09T00:00:00Z,0.000099283788,0.00010157892,0.000073343151,0.000096743664,202098022.49,0.000099213890,0.00010142803,0.000075221233,0.000096866552,36884226.95,1462513,36884226,1577394,143186681,18987205
2022-08-08T00:00:00Z,0.000099399947,0.00010118263,0.000097849057,0.000098938086,72293789.56,0.000099471075,0.00010132807,0.000097696825,0.000099097085,14873343.78,447212,14873343,691583,44963770,11317880
2022-08-07T00:00:00Z,0.00010002587,0.00010068772,0.000097361821,0.000099538612,70704675.54,0.00010022938,0.00010043523,0.000097345485,0.000099543378,14881458.25,472026,14881458,640725,44324193,10386271
2022-08-06T00:00:00Z,0.00010090040,0.00010205827,0.000099702001,0.00010002475,62823893.99,0.00010093642,0.00010215973,0.000099710384,0.00010023050,12332185.85,562561,12332185,657347,39348066,9923732
2022-08-05T00:00:00Z,0.000099047681,0.00010132789,0.000098897363,0.00010103616,70805618.88,0.000099248063,0.00010141986,0.000099146429,0.00010111615,13254879.08,495069,13254879,815464,46062509,10177696
2022-08-04T00:00:00Z,0.000099808426,0.00010153676,0.000097949670,0.000098769383,79687109.18,0.000099934178,0.00010171363,0.000098025053,0.000098934797,14411743.81,610365,14411743,663286,53632538,10369175
2022-08-03T00:00:00Z,0.000099813855,0.00010237291,0.000097701809,0.000099778925,93691453.93,0.000099823522,0.00010231608,0.000097774968,0.000099966882,19596819.89,664133,19596819,899028,61241837,11289634
2022-08-02T00:00:00Z,0.00010466081,0.00010637675,0.000093631713,0.00010035866,168538783.43,0.00010470410,0.00010619361,0.000094143941,0.00010025708,32493243.23,1117433,32493243,969729,118209041,15749335
2022-08-01T00:00:00Z,0.000097936180,0.00011789237,0.000097110352,0.00010459601,399118882.02,0.000097829048,0.00011750419,0.000097141051,0.00010458253,98697513.20,3719884,98697513,3874900,244223654,48602928
2022-07-31T00:00:00Z,0.000098149507,0.00010444027,0.000096855973,0.000098042511,115657697.00,0.000098118667,0.00010453556,0.000096895662,0.000097981063,27758612.23,1015812,27758612,1131178,68112269,17639823
2022-07-30T00:00:00Z,0.000098822315,0.00010088637,0.000096418481,0.000098123573,95435204.05,0.000098811391,0.00010096068,0.000096691520,0.000098084765,23655113.88,502019,23655113,797207,56708366,13772496
2022-07-29T00:00:00Z,0.00010030149,0.00010389524,0.000096921019,0.000098707735,104857721.81,0.00010031880,0.00010399652,0.000097864306,0.000098718272,28559456.27,706147,28559456,1118875,59422634,15050608
2022-07-28T00:00:00Z,0.000099048791,0.00010410863,0.000094577881,0.00010024375,148146398.95,0.000099112442,0.00010400788,0.000095705750,0.00010047626,38843690.43,1046326,38843690,1587118,89564762,17104501
2022-07-27T00:00:00Z,0.000092223118,0.00010012483,0.000091343653,0.000098773141,203564035.73,0.000092131022,0.00010002767,0.000091476087,0.000098756897,43544755.96,1187543,43544755,2057514,139375672,17398550
2022-07-26T00:00:00Z,0.000092118261,0.000093336175,0.000085385704,0.000092341504,149327096.33,0.000092169360,0.000093327770,0.000085684065,0.000092332817,27167731.21,919585,27167731,1102226,108869444,11268108
2022-07-25T00:00:00Z,0.000099716489,0.00010022344,0.000089153207,0.000091964835,124470777.29,0.000099822212,0.000099858653,0.000089780486,0.000092023149,23130834.83,929256,23130834,1058515,87928441,11423728
2022-07-24T00:00:00Z,0.00010003975,0.00010207213,0.000099275616,0.000099873064,76356772.97,0.000099951774,0.00010192270,0.000099292926,0.000099854346,16226491.49,347748,16226491,836458,49359722,9586351
2022-07-23T00:00:00Z,0.00010055910,0.00010214558,0.000095725016,0.00010000641,128702161.64,0.00010034492,0.00010183400,0.000095787854,0.000099893030,31263579.46,946890,31263579,1756528,81379100,13356062
2022-07-22T00:00:00Z,0.00010233404,0.00010506655,0.000098723489,0.00010056656,118814699.19,0.00010251612,0.00010483263,0.000098810638,0.00010048092,28546715.40,928637,28546715,1148832,75532019,12658494
2022-07-21T00:00:00Z,0.00010140241,0.00010344682,0.000097590088,0.00010227899,145155235.91,0.00010141994,0.00010437559,0.000097632190,0.00010257149,34973996.73,993855,34973996,1397895,94117731,13671757
2022-07-20T00:00:00Z,0.00010624523,0.00011217872,0.000095795242,0.00010157785,242901165.75,0.00010620548,0.00011196759,0.000096719594,0.00010144877,53277069.86,1968447,53277069,2167308,161961006,23527333
2022-07-19T00:00:00Z,0.00010638348,0.00010983922,0.00010283680,0.00010616447,169469434.73,0.00010641896,0.00010944333,0.00010289683,0.00010629003,40176621.77,1126032,40176621,1604000,106741888,19820891
2022-07-18T00:00:00Z,0.00010180751,0.00011161623,0.00010113450,0.00010633214,283394924.53,0.00010172809,0.00011141967,0.00010119421,0.00010619199,59797589.17,1943537,59797589,2695945,191308623,27649229
2022-07-17T00:00:00Z,0.00010594928,0.00010607622,0.000093327152,0.00010178995,250990346.57,0.00010581396,0.00010586092,0.000094839507,0.00010169658,35245616.58,1147833,35245616,1781324,196964409,15851162
2022-07-16T00:00:00Z,0.00010750736,0.00010844050,0.00010161707,0.00010597955,305720076.64,0.00010742226,0.00010824933,0.00010225638,0.00010579533,43719876.78,1052487,43719876,1978608,240587591,18381512
2022-07-15T00:00:00Z,0.000092007911,0.00011545188,0.000090078014,0.00010734044,684717081.25,0.000092185876,0.00011620916,0.000090231534,0.00010727733,109525001.04,3719993,109525001,4125052,527879067,39467966
2022-07-14T00:00:00Z,0.000095141937,0.000095899576,0.000088581404,0.000092101885,235634957.98,0.000095118800,0.000095728286,0.000088079679,0.000092167595,38734706.45,805598,38734706,1771670,177219152,17103829
2022-07-13T00:00:00Z,0.000091924948,0.000097136769,0.000085048693,0.000095047186,344032625.06,0.000092007088,0.000096917545,0.000085029496,0.000095097646,59035194.10,1415031,59035194,3411261,260293833,19877303
2022-07-12T00:00:00Z,0.00010466359,0.00010484961,0.000090573250,0.000092088811,428561786.02,0.00010464057,0.00010480516,0.000091435495,0.000092035315,59833111.04,2166622,59833111,2412370,343574164,20575518
2022-07-11T00:00:00Z,0.00011104383,0.00011148439,0.00010253020,0.00010514959,222218247.43,0.00011094461,0.00011156343,0.00010264930,0.00010518111,33047348.59,859285,33047348,1348439,172191873,14771300
2022-07-10T00:00:00Z,0.00011068764,0.00011501281,0.00010074813,0.00011108179,296922268.45,0.00011062518,0.00012041789,0.000094004887,0.00011095773,57740658.78,1686805,57740658,2311339,213398933,21784531
2022-07-09T00:00:00Z,0.00011008810,0.00011344245,0.00010635752,0.00011066869,164764360.09,0.00010999532,0.00011343692,0.00010638909,0.00011062585,30941537.38,1069614,30941537,1352908,116034785,15365514
2022-07-08T00:00:00Z,0.00011252465,0.00011594601,0.00010851642,0.00011000286,226077615.22,0.00011265001,0.00011599280,0.00010869690,0.00010993681,39161015.94,1049541,39161015,1629212,165659746,18578099
2022-07-07T00:00:00Z,0.00011206515,0.00011773396,0.00010446711,0.00011234652,371691695.70,0.00011206750,0.00011806493,0.00010445972,0.00011238619,63691637.22,2640242,63691637,3408542,275000849,26950423
2022-07-06T00:00:00Z,0.00011636795,0.00012136403,0.00010640699,0.00011229185,328264732.63,0.00011641165,0.00012091372,0.00010651066,0.00011239718,57255096.24,1628948,57255096,2474160,245426360,21480166
