timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.C,volume_transparency.D
2020-04-25T00:00:00Z,0.19588085,0.20230643,0.19541095,0.19693789,1290407.05,,,,,,121710,1168696
2020-04-24T00:00:00Z,0.19848131,0.19983668,0.19077410,0.19569916,1688469.64,,,,,,210400,1478069
2020-04-23T00:00:00Z,0.19808142,0.20653586,0.19060117,0.19811609,2360023.73,,,,,,290625,2069398
2020-04-22T00:00:00Z,0.20610162,0.20998954,0.19025141,0.19798651,2903877.73,,,,,,430337,2473540
2020-04-21T00:00:00Z,0.20766818,0.21596349,0.19679275,0.20847777,7818001.16,,,,,,316871,7501129
2020-04-20T00:00:00Z,0.23047186,0.23047186,0.20607818,0.20797879,5937645.74,,,,,,304289,5633356
2020-04-19T00:00:00Z,0.22020618,0.23623522,0.21853872,0.23049188,2669831.32,,,,,,252124,2417706
2020-04-18T00:00:00Z,0.21609463,0.22701058,0.21357868,0.22076519,1837036.93,,,,,,245388,1591648
2020-04-17T00:00:00Z,0.22000973,0.23129474,0.21194089,0.21474044,2569895.09,,,,,,289496,2280398
2020-04-16T00:00:00Z,0.20243609,0.22454956,0.20154193,0.22174532,2526875.76,,,,,,418137,2108738
2020-04-15T00:00:00Z,0.20326949,0.21079548,0.19326477,0.20372725,1313645.11,,,,,,132566,1181078
2020-04-14T00:00:00Z,0.18420331,0.20719952,0.18222433,0.20297533,3098113.44,,,,,,469381,2628731
2020-04-13T00:00:00Z,0.18524156,0.18996855,0.17521024,0.18389586,3158226.01,,,,,,648604,2509621
2020-04-12T00:00:00Z,0.16839429,0.18677972,0.16623923,0.18484738,3391950.96,,,,,,498748,2893202
2020-04-11T00:00:00Z,0.16700668,0.17187394,0.16586714,0.16874831,2878986.83,,,,,,447166,2431820
2020-04-10T00:00:00Z,0.17833559,0.17833559,0.16251397,0.16694570,4271542.24,,,,,,625826,3645715
2020-04-09T00:00:00Z,0.18079589,0.18337514,0.17454444,0.17761933,1147913.51,,,,,,350201,797712
2020-04-08T00:00:00Z,0.17352496,0.18508082,0.17352496,0.18108227,2076111.76,,,,,,556892,1519219
2020-04-07T00:00:00Z,0.17768286,0.19305636,0.16643522,0.17276555,2741724.95,,,,,,685814,2055910
2020-04-06T00:00:00Z,0.16224506,0.17909134,0.16224506,0.17524382,2906209.76,,,,,,503345,2402864
2020-04-05T00:00:00Z,0.16254727,0.17082799,0.15374044,0.16293106,3077257.66,,,,,,469568,2607688
2020-04-04T00:00:00Z,0.14771758,0.16481450,0.14771758,0.16335498,2541640.61,,,,,,369667,2171973
2020-04-03T00:00:00Z,0.14717173,0.14819033,0.14182306,0.14765361,1987345.17,,,,,,433643,1553701
2020-04-02T00:00:00Z,0.14380942,0.14786911,0.14150319,0.14626668,2937107.17,,,,,,145155,2791951
2020-04-01T00:00:00Z,0.14072361,0.14523921,0.14008866,0.14400140,1806268.86,,,,,,320731,1485537
2020-03-31T00:00:00Z,0.13953804,0.14351213,0.13859744,0.13978115,8133513.90,,,,,,991452,7142061
2020-03-30T00:00:00Z,0.13655266,0.14275565,0.13655266,0.14088683,8053585.78,,,,,,1019761,7033824
2020-03-29T00:00:00Z,0.13957551,0.14045145,0.13368048,0.13562368,2900678.81,,,,,,1163975,1736702
2020-03-28T00:00:00Z,0.14317017,0.14330460,0.13543385,0.14052764,3146952.78,,,,,,1225122,1921830
2020-03-27T00:00:00Z,0.14940287,0.14940287,0.14048982,0.14226314,3238071.25,,,,,,1267797,1970273
2020-03-26T00:00:00Z,0.14677038,0.15167731,0.14337952,0.14830914,3616098.25,,,,,,1284896,2331202
2020-03-25T00:00:00Z,0.15346403,0.15420203,0.14518177,0.14698388,3094532.05,,,,,,975306,2119225
2020-03-24T00:00:00Z,0.14475706,0.15357798,0.14219648,0.15083389,4850575.17,,,,,,1181450,3669124
