timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.C,volume_transparency.D
2019-11-23T00:00:00Z,0.24491105,0.27653805,0.24491105,0.25803492,112799.37,,,,,,15171,97628
2019-11-22T00:00:00Z,0.27464134,0.27464134,0.23653869,0.23808406,141429.80,,,,,,41185,100244
2019-11-21T00:00:00Z,0.31090054,0.31090054,0.26878794,0.28576917,150999.08,,,,,,39832,111167
2019-11-20T00:00:00Z,0.26090851,0.26365458,0.25428509,0.26135809,116314.06,,,,,,12095,104218
2019-11-19T00:00:00Z,0.34133314,0.35299871,0.30410229,0.32063854,81700.03,,,,,,17533,64166
2019-11-18T00:00:00Z,0.36480353,0.36480353,0.33118625,0.33568861,69842.17,,,,,,13575,56266
2019-11-17T00:00:00Z,0.36875808,0.37856811,0.35746996,0.36502959,146249.34,,,,,,4676,141573
2019-11-16T00:00:00Z,0.38411512,0.38990775,0.37525215,0.38685844,150605.85,,,,,,2705,147900
2019-11-15T00:00:00Z,0.37600479,0.38080131,0.35048859,0.36519861,165848.36,,,,,,14484,151363
2019-11-14T00:00:00Z,0.37074645,0.38700384,0.33165645,0.35579981,155845.96,,,,,,19485,136360
2019-11-13T00:00:00Z,0.34501772,0.37582959,0.32282992,0.36270537,173046.47,,,,,,31766,141279
2019-11-12T00:00:00Z,0.27347537,0.29157955,0.26411107,0.26504141,133790.15,,,,,,21819,111970
2019-11-11T00:00:00Z,0.38917851,0.38917851,0.35498682,0.36919013,164100.55,,,,,,30246,133854
2019-11-10T00:00:00Z,0.39619645,0.41163424,0.37883867,0.38351249,163141.42,,,,,,24180,138960
2019-11-09T00:00:00Z,0.40857680,0.41800492,0.40146092,0.40263286,182254.07,,,,,,15020,167233
2019-11-08T00:00:00Z,0.43147874,0.43147874,0.40234560,0.41355868,191176.11,,,,,,27421,163754
2019-11-07T00:00:00Z,0.44123919,0.44123919,0.41748697,0.42032522,187874.40,,,,,,17180,170693
2019-11-06T00:00:00Z,0.42604574,0.45530719,0.42462458,0.45363686,195781.39,,,,,,33727,162053
2019-11-05T00:00:00Z,0.43468744,0.43494676,0.42075792,0.42603819,202314.46,,,,,,46939,155375
2019-11-04T00:00:00Z,0.42513216,0.45524345,0.42477160,0.43347870,216472.66,,,,,,52761,163711
2019-11-03T00:00:00Z,0.43261404,0.43728805,0.42736914,0.42947465,157363.07,,,,,,8817,148545
2019-11-02T00:00:00Z,0.43204705,0.43880659,0.43204705,0.43323011,164867.23,,,,,,13262,151604
2019-11-01T00:00:00Z,0.42898354,0.45283071,0.42898354,0.43093368,209604.16,,,,,,56224,153379
2019-10-31T00:00:00Z,0.43673340,0.44766609,0.42250542,0.42966599,167406.47,,,,,,12760,154645
2019-10-30T00:00:00Z,0.45277531,0.45277531,0.42680138,0.43615399,174310.64,,,,,,12457,161853
2019-10-29T00:00:00Z,0.42573966,0.45622022,0.42573966,0.44487211,172199.16,,,,,,11082,161116
2019-10-28T00:00:00Z,0.45499529,0.45499529,0.41263741,0.42457486,140433.25,,,,,,10996,129436
2019-10-27T00:00:00Z,0.46973229,0.48834078,0.44914604,0.46247209,98004.35,,,,,,12971,85032
2019-10-26T00:00:00Z,0.47899685,0.51338406,0.41792889,0.46827230,155091.72,,,,,,14410,140681
2019-10-25T00:00:00Z,0.34988320,0.43208373,0.34988320,0.36794723,158336.33,,,,,,17354,140982
2019-10-24T00:00:00Z,0.46856402,0.47147939,0.45249143,0.45566526,228497.78,,,,,,56563,171933
2019-10-23T00:00:00Z,0.47571937,0.47571937,0.42902400,0.46956525,325598.50,,,,,,128807,196790
2019-10-22T00:00:00Z,0.48988668,0.48988668,0.46388255,0.47524764,239182.60,,,,,,62038,177144
2019-10-21T00:00:00Z,0.52062047,0.52062047,0.47152265,0.48967309,336425.52,,,,,,156705,179720
2019-10-20T00:00:00Z,0.50818158,0.53692523,0.50818158,0.51671094,212800.93,,,,,,35682,177118
2019-10-19T00:00:00Z,0.51436283,0.52742679,0.50331627,0.50912422,210964.63,,,,,,36340,174624
2019-10-18T00:00:00Z,0.54650530,0.54650530,0.51540213,0.51901879,249525.94,,,,,,62045,187480
2019-10-17T00:00:00Z,0.53981055,0.57407435,0.53728180,0.54527842,297081.72,,,,,,99105,197975
2019-10-16T00:00:00Z,0.45256736,0.45256736,0.40412460,0.41718913,264877.16,,,,,,102972,161904
2019-10-15T00:00:00Z,0.66908132,0.66908132,0.57941881,0.58874572,444155.14,,,,,,210940,233215
2019-10-14T00:00:00Z,0.69243997,0.70970483,0.66575731,0.66976320,347324.06,,,,,,108827,238496
2019-10-13T00:00:00Z,0.69686645,0.70693574,0.68401718,0.70170907,274929.96,,,,,,33895,241034
2019-10-12T00:00:00Z,0.68821487,0.71178441,0.68633750,0.69571267,274467.22,,,,,,23908,250558
2019-10-11T00:00:00Z,0.47296513,0.47296513,0.44356712,0.45225787,197065.23,,,,,,37464,159600
2019-10-10T00:00:00Z,0.68004815,0.75139214,0.65998142,0.71820103,451523.51,,,,,,172932,278590
