timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2021-05-31T00:00:00Z,6.20633318,6.62527295,5.79017005,6.54182349,356665499.40,6.20152272,6.60368927,5.75301689,6.53819775,272606552.46,272606552,1928278,61893042,20237626
2021-05-30T00:00:00Z,5.48645376,6.54518746,5.24460332,6.20089561,308190827.07,5.49146234,6.56583895,5.21593176,6.21084629,230367019.99,230367019,1583474,58653390,17586942
2021-05-29T00:00:00Z,5.91125655,6.02069224,5.14523195,5.50078639,235048356.53,5.90489981,6.04767192,5.11967485,5.49301733,177390329.83,177390329,1175291,45070788,11411946
2021-05-28T00:00:00Z,6.71844522,6.71844522,5.40451560,5.91135908,412274384.61,6.70842336,6.70842336,5.38569412,5.90509159,306081803.75,306081803,1390213,82734197,22068169
2021-05-27T00:00:00Z,7.34143864,7.34143864,6.42612098,6.71121173,391855548.13,7.34041649,7.34041649,6.40729573,6.70519666,291641315.34,291641315,1282309,79490714,19441209
2021-05-26T00:00:00Z,6.67357145,7.95209072,6.43531528,7.35414445,701028216.95,6.66194763,7.94495084,6.41177091,7.34522484,503853529.03,503853529,839931,151799058,44535697
2021-05-25T00:00:00Z,6.64571472,7.00288824,5.28960879,6.66123497,810717089.23,6.63755942,7.00794657,5.25938912,6.65396960,563132193.44,563132193,1095826,193293596,53195473
2021-05-24T00:00:00Z,4.09986896,7.37172107,4.09986896,6.64181841,1235080494.54,4.09670148,7.36021206,4.09670148,6.64262012,875735586.79,875735586,4088855,290603248,64652804
2021-05-23T00:00:00Z,6.59683333,6.74324831,4.02282096,4.09440177,472127166.26,6.58854763,6.80835485,4.00047388,4.09157323,314094336.06,314094336,1240466,135241349,21551014
2021-05-22T00:00:00Z,8.27010207,8.32236539,6.52280412,6.60419701,303315885.32,8.25111545,8.30578779,6.51047408,6.59210539,189143475.64,189143475,1381720,94419289,18371399
2021-05-21T00:00:00Z,10.46720288,11.02036369,7.60813204,8.27695652,390892572.09,10.47434124,11.12752491,7.54038224,8.25927778,240346532.64,240346532,3081737,124659841,22804460
2021-05-20T00:00:00Z,9.56825007,11.63557197,8.83057322,10.39056827,574321099.07,9.54347934,11.65566302,8.67506243,10.38026223,347374935.42,347374935,4055944,190187974,32702244
2021-05-19T00:00:00Z,15.69813708,15.69813708,9.34345075,9.68730244,606917772.54,15.69619803,15.69619803,9.24981639,9.72764559,342698293.33,342698293,3635471,229053788,31530218
2021-05-18T00:00:00Z,14.97840260,16.18280630,14.49217988,15.67069578,341229631.40,14.97886723,16.19007343,14.51389182,15.66971115,199659131.20,199659131,2075072,128616223,10879204
2021-05-17T00:00:00Z,16.16039401,16.16039401,14.62260488,14.93954982,355558657.85,16.20021168,16.20021168,14.64367251,14.97812775,181622399.15,181622399,2412976,133623381,37899900
2021-05-16T00:00:00Z,15.25315777,17.07525588,14.92212828,16.20918937,525886408.15,15.24045704,17.08179928,14.91789367,16.19468488,271117103.01,271117103,3733882,156738916,94296506
2021-05-15T00:00:00Z,16.41845256,16.41845256,15.02317508,15.24760001,298115813.33,16.43618971,16.43618971,15.00335816,15.23836550,139637610.37,139637610,2656373,92835918,62985911
2021-05-14T00:00:00Z,15.91022797,16.72209467,15.25412795,16.39996783,355152601.85,15.91405989,16.78274144,15.25052856,16.41862091,177392426.68,177392426,1163817,109386070,67210287
2021-05-13T00:00:00Z,14.64799392,16.71250074,14.19382525,15.91268760,703608535.33,14.65848423,16.77175300,14.15729978,15.92883355,327828821.59,327828821,4501008,228924750,142353954
2021-05-12T00:00:00Z,16.36053025,16.75203670,14.29744436,14.69509836,533415469.31,16.35346620,16.85941795,14.25991842,14.67091239,270379443.22,270379443,2415116,149002008,111618901
2021-05-11T00:00:00Z,15.88194110,16.56369610,15.52213205,16.35472150,303968464.03,15.86781231,16.54830481,15.46158856,16.35050032,145017746.81,145017746,1453134,92663084,64834497
2021-05-10T00:00:00Z,17.03771363,17.62886557,15.73360608,15.89049751,461541540.29,17.03210478,17.64655975,15.67058776,15.86444328,231906467.50,231906467,2610091,129204098,97820882
