timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.?,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2022-07-04T00:00:00Z,0.00013017243,0.00013147872,0.00012338469,0.00012789766,318714797.92,0.00013053556,0.00013205845,0.00012348813,0.00012829299,61154802.13,1708972,61154802,2409917,235742981,17698124
2022-07-03T00:00:00Z,0.00012353779,0.00013189333,0.00011834012,0.00013024836,451594923.65,0.00012341435,0.00013172453,0.00011870713,0.00013033127,72080941.69,2444289,72080941,3245169,353169772,20654750
2022-07-02T00:00:00Z,0.00013069282,0.00013444480,0.00011592871,0.00012356404,862890532.59,0.00013104434,0.00013454631,0.00011603866,0.00012338558,128712053.28,4117543,128712053,5686446,693848262,30526226
2022-07-01T00:00:00Z,0.00011269484,0.00014347093,0.00010913964,0.00013082339,1482013272.64,0.00011319172,0.00014466164,0.00010957432,0.00013112985,231950744.74,7282505,231950744,9068008,1181711344,52000669
2022-06-30T00:00:00Z,0.00016101663,0.00016527946,0.00010319301,0.00011268817,2169219726.15,0.00016162978,0.00016641851,0.00010372566,0.00011295532,283641993.66,12579513,283641993,375336,1857588882,15034001
2022-06-29T00:00:00Z,0.00010829944,0.00016746440,0.00010392920,0.00016127855,3149978194.84,0.00010794413,0.00016738227,0.00010437495,0.00016194056,704066233.80,1612785,704066233,841987,2416424864,27032323
2022-06-28T00:00:00Z,0.000089349589,0.00012280081,0.000079143990,0.00010843064,1538207608.71,0.000089010404,0.00012141927,0.000078775637,0.00010806104,270022297.85,1084306,270022297,11209670,1201731406,54159927
2022-06-27T00:00:00Z,0.000065783958,0.00010115611,0.000063338874,0.000089291327,1694047132.62,0.000065994650,0.00010222109,0.000063900315,0.000088951489,266157742.84,892913,266157742,17004761,1345655564,64336150
2022-06-26T00:00:00Z,0.000058642450,0.000069082380,0.000057855319,0.000065745053,236884785.35,0.000058800501,0.000069428596,0.000058108092,0.000065750198,56231495.83,657450,56231495,2839422,155965899,21190517
2022-06-25T00:00:00Z,0.000058800565,0.000059689918,0.000057859594,0.000058599568,49889577.55,0.000058933774,0.000059723429,0.000057645877,0.000058746765,14728955.53,303265,14728955,719096,27511224,6627035
2022-06-24T00:00:00Z,0.000057512532,0.000060228087,0.000056906534,0.000058614256,64213544.07,0.000057659420,0.000060274818,0.000056891574,0.000058878304,18869215.21,581753,18869215,912095,35258616,8591862
2022-06-23T00:00:00Z,0.000056300557,0.000058093412,0.000056272284,0.000057631184,47664464.53,0.000056534641,0.000058236172,0.000056403040,0.000057761049,13554567.85,300409,13554567,648596,27017140,6143750
2022-06-22T00:00:00Z,0.000057890554,0.000058357366,0.000056091900,0.000056386325,58883874.06,0.000057970565,0.000058384185,0.000056118911,0.000056489459,16728915.37,526053,16728915,632058,34285089,6711756
2022-06-21T00:00:00Z,0.000057871960,0.000061847786,0.000057401237,0.000057916038,106467268.04,0.000057832088,0.000061844287,0.000057441621,0.000057945297,34428412.73,579160,34428412,1189317,60160947,10109429
2022-06-20T00:00:00Z,0.000061229547,0.000062084624,0.000056297689,0.000057848418,125151081.18,0.000061318423,0.000062032864,0.000056577866,0.000057840873,32709081.37,430059,32709081,1025130,82356235,8630573
2022-06-19T00:00:00Z,0.000055102372,0.000064053847,0.000052718720,0.000061203159,162354858.56,0.000055170302,0.000063936692,0.000053087778,0.000061272032,44475441.99,612031,44475441,1639071,105030391,10597921
2022-06-18T00:00:00Z,0.000058817559,0.000059140963,0.000051224636,0.000055187385,169977203.90,0.000058710134,0.000059442718,0.000051425576,0.000055187747,39150211.53,551873,39150211,906236,121945096,7423785
2022-06-17T00:00:00Z,0.000058043856,0.000059744353,0.000057518099,0.000058784768,91309297.96,0.000058006090,0.000059874887,0.000057081119,0.000058698810,20929150.84,273120,20929150,549382,64094349,5463294
2022-06-16T00:00:00Z,0.000061977176,0.000064364531,0.000056977947,0.000057987427,151232859.65,0.000061825777,0.000064233723,0.000056612985,0.000057947194,37281360.12,579874,37281360,1136172,104264490,7970962
2022-06-15T00:00:00Z,0.000060496025,0.000062404998,0.000052861044,0.000061881817,241387940.55,0.000060430353,0.000062151793,0.000053249624,0.000061740014,62370156.10,618818,62370156,1847251,165098890,11452824
2022-06-14T00:00:00Z,0.000060229801,0.000063168906,0.000055152538,0.000060575179,272684850.60,0.000060127658,0.000063141166,0.000055169191,0.000060515435,56480573.00,605751,56480572,1624287,204095975,9878262
2022-06-13T00:00:00Z,0.000069188000,0.000071782822,0.000053947454,0.000060287395,433973560.68,0.000069543443,0.000071842790,0.000055339258,0.000060425056,87087894.34,602873,87087894,2173925,329130248,14978618
2022-06-12T00:00:00Z,0.000069763476,0.000075963301,0.000064228867,0.000069136731,459340985.27,0.000069740078,0.000076224808,0.000065050661,0.000069489069,87795871.98,691367,87795871,2189605,344528670,24135470
2022-06-11T00:00:00Z,0.000070515887,0.000076961041,0.000064422863,0.000069702197,473488069.90,0.000070856757,0.000077765729,0.000064733739,0.000069615232,80275527.71,697021,80275527,1975609,366855453,23684457
2022-06-10T00:00:00Z,0.000074660506,0.000083248475,0.000067021416,0.000070940654,655288744.99,0.000075126473,0.000083553997,0.000067081207,0.000070883273,125026580.45,709406,125026580,3776843,500034382,25741532
2022-06-09T00:00:00Z,0.000045903426,0.000088156338,0.000039800983,0.000074622969,1437302590.89,0.000046736198,0.000087072940,0.000041441948,0.000075268657,341188194.23,746229,341188194,11005022,1030234478,54128666
2022-06-08T00:00:00Z,0.000062601965,0.000065949315,0.000043572708,0.000045951874,383269688.08,0.000062691792,0.000065057703,0.000045005190,0.000046962602,69384094.91,459518,69384094,2480465,301382507,9563100
2022-06-07T00:00:00Z,0.000080683644,0.000080806505,0.000059634773,0.000062625059,305092820.80,0.000080636614,0.000080826037,0.000062012626,0.000062944667,70879389.75,626250,70879389,2185657,224658522,6743000
2022-06-06T00:00:00Z,0.000079426207,0.000088489616,0.000078336410,0.000080750665,184005685.75,0.000079302561,0.000088375490,0.000078331082,0.000080676052,55556063.70,807506,55556063,1719528,119264615,6657971
2022-06-05T00:00:00Z,0.000092565880,0.000092838422,0.000074042044,0.000079430475,294896274.29,0.000092562935,0.000093816270,0.000077294635,0.000079372877,84584231.72,794304,84584231,2444955,198316566,8756215
2022-06-04T00:00:00Z,0.000095378074,0.000097039730,0.000089855526,0.000092567736,128672402.61,0.000095382282,0.000096630829,0.000090082125,0.000092494350,40568341.61,925677,40568341,1068392,82437130,3672860
2022-06-03T00:00:00Z,0.00010095464,0.00010284204,0.000092973007,0.000095316851,155132380.51,0.00010105904,0.00010311292,0.000093222278,0.000095411353,58849769.76,953168,58849769,1565179,88471683,5292579
2022-06-02T00:00:00Z,0.000097906719,0.00010547175,0.000093506140,0.00010080669,239541969.69,0.000098594868,0.00010560211,0.000092902956,0.00010089100,101449819.87,1008066,101449819,2750279,124109380,10224422
2022-06-01T00:00:00Z,0.00011435031,0.00012817786,0.000091621716,0.000099104482,314806958.60,0.00011455307,0.00012871286,0.000091676453,0.000099037592,185746412.22,991044,185746412,4951977,104684552,18432971
2022-05-31T00:00:00Z,0.00012726327,0.00013632338,0.00010783110,0.00011432559,431331533.53,0.00012717713,0.00013654838,0.00010828326,0.00011453330,262101175.44,1143255,262101175,6327807,142076311,19682982
2022-05-30T00:00:00Z,0.000098892761,0.00018756912,0.000097814423,0.00012685237,359728373.59,0.000099447603,0.00018834669,0.000098018369,0.00012642633,41655652.93,1268523,41655652,26379338,264251985,26172873
