timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.C,volume_transparency.D
2020-08-04T00:00:00Z,0.32515120,0.34156648,0.30975517,0.32365314,7536536.71,,,,,,3176349,4360187
2020-08-03T00:00:00Z,0.32864109,0.36175579,0.31816747,0.32762582,9795528.48,,,,,,5703233,4092294
2020-08-02T00:00:00Z,0.28479412,0.32957063,0.26810520,0.32798215,11035779.64,,,,,,7254808,3780971
2020-08-01T00:00:00Z,0.30641367,0.32639950,0.28186077,0.28267009,5049327.97,,,,,,3055800,1993527
2020-07-31T00:00:00Z,0.33779973,0.34315048,0.29558245,0.30679694,6635659.74,,,,,,3242488,3393171
2020-07-30T00:00:00Z,0.35214403,0.37270151,0.29957976,0.33827190,10433382.35,,,,,,5821218,4612164
2020-07-29T00:00:00Z,0.37173708,0.39526244,0.27325625,0.34726518,11678486.76,,,,,,1871081,9807405
2020-07-28T00:00:00Z,0.39628645,0.39670777,0.35796973,0.37048409,6287292.22,,,,,,864159,5423132
2020-07-27T00:00:00Z,0.41957279,0.45745610,0.37902837,0.40013572,12048164.07,,,,,,1684137,10364026
2020-07-26T00:00:00Z,0.38762582,0.45006038,0.36983690,0.42114040,14474703.00,,,,,,3162407,11312295
2020-07-25T00:00:00Z,0.37949001,0.40536869,0.37949001,0.38606141,13829042.93,,,,,,2117624,11711418
2020-07-24T00:00:00Z,0.39302024,0.40696944,0.36455779,0.37859927,16908308.48,,,,,,2457820,14450487
2020-07-23T00:00:00Z,0.38113544,0.42308900,0.38113544,0.39354623,23605832.48,,,,,,2383968,21221864
2020-07-22T00:00:00Z,0.32356114,0.42424775,0.32146227,0.38060112,19786408.32,,,,,,1440128,18346280
2020-07-21T00:00:00Z,0.33444244,0.35623062,0.29442638,0.32184751,13683067.15,,,,,,1015760,12667306
2020-07-20T00:00:00Z,0.33846874,0.38799310,0.33140007,0.33769409,17872303.75,,,,,,1540934,16331368
2020-07-19T00:00:00Z,0.26633923,0.34292739,0.26038846,0.33457939,19155398.47,,,,,,1152781,18002617
2020-07-18T00:00:00Z,0.25487121,0.26823048,0.24495929,0.26484666,7072614.38,,,,,,494237,6578376
2020-07-17T00:00:00Z,0.23370092,0.26326752,0.22885211,0.25963205,8283007.71,,,,,,845609,7437398
2020-07-16T00:00:00Z,0.23527996,0.23992607,0.22275664,0.23412826,7133339.79,,,,,,663084,6470255
2020-07-15T00:00:00Z,0.21601575,0.23690773,0.21522519,0.23503890,8888630.31,,,,,,1121365,7767265
2020-07-14T00:00:00Z,0.21246138,0.21748217,0.21218086,0.21620437,6833040.02,,,,,,846785,5986254
2020-07-13T00:00:00Z,0.21590867,0.21789035,0.21109482,0.21287743,8230099.99,,,,,,935328,7294771
2020-07-12T00:00:00Z,0.20950211,0.22000876,0.20944446,0.21586701,7500987.74,,,,,,902440,6598547
2020-07-11T00:00:00Z,0.20885423,0.21063521,0.20768432,0.20970560,5733088.43,,,,,,767618,4965470
2020-07-10T00:00:00Z,0.20825997,0.21243559,0.20805132,0.20907637,7748170.23,,,,,,809989,6938181
2020-07-09T00:00:00Z,0.20968487,0.21488068,0.20552923,0.20864951,7612511.34,,,,,,873056,6739455
2020-07-08T00:00:00Z,0.21533701,0.21799035,0.20592834,0.20914454,7753707.25,,,,,,924528,6829178
2020-07-07T00:00:00Z,0.21375608,0.21850605,0.21041241,0.21547237,7370047.92,,,,,,981558,6388489
2020-07-06T00:00:00Z,0.20704747,0.21567081,0.20704747,0.21283945,7746385.73,,,,,,959156,6787229
2020-07-05T00:00:00Z,0.20508827,0.20916808,0.20426296,0.20660902,5794281.48,,,,,,153123,5641158
2020-07-04T00:00:00Z,0.20837387,0.20953026,0.20489719,0.20509340,6111380.01,,,,,,195744,5915635
2020-07-03T00:00:00Z,0.21014229,0.21328208,0.20702893,0.20822468,6987338.75,,,,,,185294,6802043
2020-07-02T00:00:00Z,0.20781836,0.21312829,0.20587879,0.20999144,10382714.75,,,,,,483606,9899107
2020-07-01T00:00:00Z,0.20918061,0.21109996,0.20546906,0.20808952,9013932.44,,,,,,1643942,7369989
2020-06-30T00:00:00Z,0.20703776,0.21024451,0.20659523,0.20912709,4552845.64,,,,,,85920,4466925
2020-06-29T00:00:00Z,0.20524252,0.21042663,0.20524252,0.20603001,3958207.53,,,,,,218332,3739875
2020-06-28T00:00:00Z,0.20891841,0.20924038,0.20341977,0.20518529,4060226.15,,,,,,206377,3853848
2020-06-27T00:00:00Z,0.20354617,0.21335628,0.20265653,0.20949138,3994544.51,,,,,,354587,3639956
2020-06-26T00:00:00Z,0.20355221,0.21424974,0.20335767,0.20388902,4432879.37,,,,,,173225,4259653
