timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.C,volume_transparency.D
2019-10-08T00:00:00Z,0.68209214,0.68886607,0.65385720,0.66412176,330418.69,,,,,,85170,245247
2019-10-07T00:00:00Z,0.70931666,0.74729484,0.69156146,0.70670252,343696.79,,,,,,100409,243287
2019-10-06T00:00:00Z,0.72521103,0.76656696,0.67938573,0.70845638,435624.28,,,,,,79409,356214
2019-10-05T00:00:00Z,0.70867049,0.73015543,0.66167794,0.72720248,461693.84,,,,,,206042,255651
2019-10-04T00:00:00Z,0.77949657,0.79103511,0.69285923,0.70754983,440048.05,,,,,,202941,237106
2019-10-03T00:00:00Z,0.82747382,0.83067562,0.75201116,0.76132669,486005.16,,,,,,194761,291243
2019-10-02T00:00:00Z,0.88204769,0.89074239,0.81231620,0.82697515,517274.50,,,,,,202099,315174
2019-10-01T00:00:00Z,1.02333239,1.07116680,0.86108966,0.86623379,572907.93,,,,,,311625,261282
2019-09-30T00:00:00Z,0.80597000,1.04157882,0.80597000,1.02244027,606154.51,,,,,,228578,377576
2019-09-29T00:00:00Z,0.83046964,0.84474085,0.80861719,0.82984776,380671.95,,,,,,63566,317105
2019-09-28T00:00:00Z,0.76964692,0.81301981,0.75383729,0.78492369,431672.07,,,,,,59817,371854
2019-09-27T00:00:00Z,0.79717342,0.85073643,0.77406084,0.81441233,412725.46,,,,,,128978,283746
2019-09-26T00:00:00Z,0.82819268,0.82819268,0.76978062,0.81054810,450793.66,,,,,,122673,328120
2019-09-25T00:00:00Z,0.79344926,0.82927395,0.76931525,0.81449142,455437.02,,,,,,120021,335415
2019-09-24T00:00:00Z,0.92915553,0.92915553,0.77388939,0.78699564,484066.32,,,,,,129043,355022
2019-09-23T00:00:00Z,0.95461425,0.95733501,0.90754813,0.94571106,431072.95,,,,,,96592,334480
2019-09-22T00:00:00Z,0.89460828,0.92323188,0.81557673,0.89716049,380385.03,,,,,,71150,309234
2019-09-21T00:00:00Z,0.96894839,0.97420526,0.94072722,0.95894651,319071.50,,,,,,53915,265155
2019-09-20T00:00:00Z,0.99390723,0.99850463,0.93691220,0.97300967,365605.66,,,,,,136732,228873
2019-09-19T00:00:00Z,0.96570922,0.98740288,0.88795165,0.91633302,424334.97,,,,,,143772,280562
2019-09-18T00:00:00Z,1.03080547,1.04855537,1.01780664,1.02090908,326959.60,,,,,,70522,256436
2019-09-17T00:00:00Z,0.98645672,1.05420990,0.92112049,1.03448014,457056.61,,,,,,233146,223909
2019-09-16T00:00:00Z,1.03438048,1.04576862,0.99921940,1.00204128,365145.57,,,,,,111044,254101
2019-09-15T00:00:00Z,1.04091807,1.06311244,1.03443132,1.04424909,302348.95,,,,,,40832,261516
2019-09-14T00:00:00Z,1.04453817,1.06408561,1.03412579,1.04300106,341276.21,,,,,,47633,293642
2019-09-13T00:00:00Z,1.03404125,1.03641469,1.02048656,1.03045039,316071.69,,,,,,35250,280820
2019-09-12T00:00:00Z,1.05265971,1.09369262,1.03233604,1.05878736,380050.82,,,,,,57927,322123
2019-09-11T00:00:00Z,1.08932713,1.09690965,1.03098790,1.05300987,500086.09,,,,,,143422,356663
2019-09-10T00:00:00Z,1.09443302,1.09443302,1.05632707,1.07352282,522943.59,,,,,,156056,366887
2019-09-09T00:00:00Z,1.14623179,1.14623179,1.08317101,1.10017763,679278.10,,,,,,268810,410467
2019-09-08T00:00:00Z,1.16290794,1.16290794,1.13043897,1.14267483,463867.20,,,,,,51302,412564
2019-09-07T00:00:00Z,1.12362709,1.17139130,1.09985577,1.16462645,678612.73,,,,,,264374,414237
2019-09-06T00:00:00Z,1.15397964,1.15397964,0.98976750,1.11715689,832150.60,,,,,,505404,326745
2019-09-05T00:00:00Z,1.18028452,1.19810930,1.14548299,1.15847344,405591.70,,,,,,145176,260415
2019-09-04T00:00:00Z,1.22187518,1.22564891,1.15183017,1.17715117,475706.66,,,,,,197815,277891
2019-09-03T00:00:00Z,1.15856290,1.24815745,1.07823015,1.23431008,12294611.24,,,,,,11949093,345517
2019-09-02T00:00:00Z,1.16151197,1.25911329,1.15370358,1.15992988,4660565.87,,,,,,4372835,287730
2019-09-01T00:00:00Z,1.17432466,1.19547973,1.14298954,1.16190834,5245803.31,,,,,,4959769,286033
2019-08-31T00:00:00Z,1.15811679,1.20025963,1.12466944,1.17485974,3012217.64,,,,,,2755078,257139
2019-08-30T00:00:00Z,1.13174375,1.18143394,1.12456801,1.16351284,756585.40,,,,,,449045,307539
2019-08-29T00:00:00Z,1.10017296,1.15212571,1.06941378,1.11590057,524227.03,,,,,,240073,284153
2019-08-28T00:00:00Z,1.07915155,1.20500590,1.01669977,1.10417838,1148804.18,,,,,,331614,817189
2019-08-27T00:00:00Z,1.17783950,1.27134510,1.09396062,1.16218171,767601.20,,,,,,243351,524249
2019-08-26T00:00:00Z,1.24899631,1.32130578,1.17275881,1.17844723,467672.83,,,,,,149325,318347
2019-08-25T00:00:00Z,1.16085383,1.31873948,1.14691189,1.25798878,915818.13,,,,,,384758,531059
2019-08-24T00:00:00Z,0.85255560,0.86546056,0.82504561,0.85190214,403510.70,,,,,,101461,302048
2019-08-23T00:00:00Z,1.19407796,1.29876252,1.14431362,1.18654769,922945.64,,,,,,230808,692137
2019-08-22T00:00:00Z,1.13824034,1.16257978,1.04188929,1.06188457,717861.15,,,,,,305558,412302
2019-08-21T00:00:00Z,1.28687664,1.32700276,1.18008729,1.30122990,1265540.82,,,,,,711842,553698
2019-08-20T00:00:00Z,1.31564611,1.32015255,1.20395907,1.28576656,465816.43,,,,,,95692,370123
2019-08-19T00:00:00Z,1.31043998,1.39811944,1.31043998,1.31684249,752820.37,,,,,,433210,319610
2019-08-18T00:00:00Z,1.21475406,1.22728428,1.16231201,1.19752229,562443.11,,,,,,79474,482968
2019-08-17T00:00:00Z,1.28424180,1.34934947,1.23412585,1.30929230,682664.58,,,,,,115095,567569
2019-08-16T00:00:00Z,1.31135028,1.38931670,1.27877252,1.28876639,790170.38,,,,,,148648,641521
2019-08-15T00:00:00Z,1.30350983,1.42128473,1.29425467,1.31329551,865919.72,,,,,,305653,560266
2019-08-14T00:00:00Z,1.37591379,1.37591379,1.21950524,1.30157223,753041.22,,,,,,440323,312717
2019-08-13T00:00:00Z,1.25686102,1.41722598,1.14532789,1.32659558,688258.17,,,,,,512676,175581
2019-08-12T00:00:00Z,1.27049480,1.32532358,1.24263276,1.28038527,329185.57,,,,,,242117,87067
2019-08-11T00:00:00Z,1.02872306,1.18155066,1.02872306,1.14896030,297824.74,,,,,,202776,95047
2019-08-10T00:00:00Z,1.15071379,1.15071379,1.08266853,1.08495980,109012.90,,,,,,56882,52130
2019-08-09T00:00:00Z,1.11964540,1.19930316,1.09785202,1.11106059,744619.56,,,,,,561747,182872
2019-08-08T00:00:00Z,1.11389211,1.25793509,1.11389211,1.21177047,727202.92,,,,,,596438,130764
2019-08-07T00:00:00Z,1.14636553,1.22227047,1.07861438,1.13180996,611219.53,,,,,,450404,160815
2019-08-06T00:00:00Z,1.18912221,1.25873533,1.01033110,1.15617161,1375536.29,,,,,,1230697,144839
2019-08-05T00:00:00Z,1.27292691,1.36406180,1.13726605,1.18795486,507986.49,,,,,,433677,74309
2019-08-04T00:00:00Z,1.21180577,1.26489290,1.17264950,1.20506949,169895.41,,,,,,105090,64804
2019-08-03T00:00:00Z,1.25580186,1.30111651,1.23235738,1.26718399,174406.24,,,,,,84591,89815
2019-08-02T00:00:00Z,1.25355267,1.34068293,1.20481344,1.23818436,508885.81,,,,,,339799,169086
2019-08-01T00:00:00Z,1.06166202,1.13752606,1.04866418,1.04903099,292291.98,,,,,,196817,95474
2019-07-31T00:00:00Z,1.27951264,1.36745331,1.27951264,1.29137408,440725.38,,,,,,361269,79456
2019-07-30T00:00:00Z,1.22853769,1.35112318,1.21474324,1.21950469,661972.27,,,,,,559598,102373
2019-07-29T00:00:00Z,1.28718952,1.37988583,1.16289117,1.28703174,1566714.06,,,,,,1405718,160995
2019-07-28T00:00:00Z,1.29752128,1.39184975,1.24473425,1.25175348,685216.68,,,,,,564060,121156
2019-07-27T00:00:00Z,1.30876271,1.39129791,1.12927743,1.29186151,2319878.29,,,,,,2037495,282382
2019-07-26T00:00:00Z,0.52149922,0.68124039,0.48834750,0.50889941,305421.25,,,,,,0,305421
2019-07-25T00:00:00Z,0.32319197,0.35101275,0.32216249,0.33731959,31763.00,,,,,,,31762
