timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.C,volume_transparency.D
2019-07-24T00:00:00Z,0.41576211,0.42166116,0.39669638,0.39715057,29305.37,,,,,,,29305
2019-07-23T00:00:00Z,0.098794271,0.10302669,0.096353274,0.099390902,9214.98,,,,,,,9214
2019-07-22T00:00:00Z,0.23015114,0.23411274,0.22291802,0.22705995,12642.93,,,,,,,12642
2019-07-21T00:00:00Z,0.17294174,0.17713396,0.16799587,0.17015696,12528.16,,,,,,,12528
2019-07-20T00:00:00Z,0.28957932,0.30236586,0.28735713,0.29505706,14904.05,,,,,,,14904
2019-07-19T00:00:00Z,0.78415393,0.79823644,0.75242159,0.75822166,92259.50,,,,,,,92259
2019-07-18T00:00:00Z,0.10664019,0.11251399,0.10582240,0.10818187,5615.98,,,,,,,5615
2019-07-17T00:00:00Z,0.040623867,0.042281841,0.039005982,0.040082971,3911.70,,,,,,,3911
2019-07-16T00:00:00Z,0.13794147,0.13794147,0.12246013,0.12630791,8417.15,,,,,,,8417
2019-07-15T00:00:00Z,0.84910858,0.91193189,0.80397164,0.90651241,94685.22,,,,,,,94685
2019-07-14T00:00:00Z,0.25946701,0.26023995,0.24380581,0.25400602,16332.52,,,,,,,16332
2019-07-13T00:00:00Z,0.17194195,0.17379484,0.16930878,0.17139536,10907.20,,,,,,,10907
2019-07-12T00:00:00Z,0.31695926,0.32512860,0.31560535,0.31808491,18614.28,,,,,,,18614
2019-07-11T00:00:00Z,0.33764647,0.34151329,0.32166977,0.32894775,32074.00,,,,,,,32074
2019-07-10T00:00:00Z,0.59241455,0.62050096,0.58228379,0.58707853,67268.00,,,,,,,67268
2019-07-09T00:00:00Z,0.24524333,0.24563963,0.24097486,0.24293667,49091.72,,,,,,,49091
2019-07-08T00:00:00Z,0.31592914,0.31715903,0.30321791,0.30777356,57831.00,,,,,,,57831
2019-07-07T00:00:00Z,1.50372165,1.53689355,1.49656878,1.53662367,2317470.88,,,,,,,2317470
2019-07-06T00:00:00Z,1.22211264,1.24562685,1.20914886,1.21820564,268581.44,,,,,,,268581
2019-07-05T00:00:00Z,1.49344450,1.57067814,1.48233011,1.50622867,750428.58,,,,,,,750428
2019-07-04T00:00:00Z,1.22604352,1.25947019,1.20759517,1.21002429,232360.64,,,,,,,232360
2019-07-03T00:00:00Z,0.0013017409,0.0014371843,0.0013017409,0.0013174190,84.44,,,,,,,84
2019-07-02T00:00:00Z,0.0012763813,0.0014105582,0.0012026980,0.0013065620,24.69,,,,,,,24
2019-07-01T00:00:00Z,0.0011859301,0.0016927612,0.0011647978,0.0012704145,43.51,,,,,,,43
