timestamp,open,high,low,close,volume,transparent_open,transparent_high,transparent_low,transparent_close,transparent_volume,volume_transparency.A,volume_transparency.B,volume_transparency.C,volume_transparency.D
2021-12-17T00:00:00Z,64.29521562,68.80412635,61.04903801,65.79631887,2346709962.76,64.27654540,68.93325006,60.91198156,65.76449279,1788899691.00,1788899690,97971598,339298482,120540190
2021-12-16T00:00:00Z,61.68092047,68.30551354,60.56928445,64.24404317,2365766932.25,61.69733676,68.38151576,60.70008635,64.22710182,1854369055.41,1854369055,79277807,323128834,108991235
2021-12-15T00:00:00Z,60.20570398,63.94105446,55.10822312,61.64258420,2699404028.80,60.18047431,63.90797835,54.88311726,61.62122714,2127102581.38,2127102581,137199984,307930543,127170919
2021-12-14T00:00:00Z,52.98989291,61.23933546,52.96687594,60.26861676,2709162369.02,52.97934013,61.10123389,52.75544706,60.25361214,2059071194.30,2059071194,101010779,414273165,134807230
2021-12-13T00:00:00Z,62.05771106,62.05771106,52.44384854,53.00041769,2009952242.96,62.04637203,62.04637203,52.45251203,52.99449999,1515399190.02,1515399190,20601425,321719953,152231674
2021-12-12T00:00:00Z,60.20998647,62.55636698,57.94906795,62.05617714,1609843139.58,60.22700086,62.56800412,57.82802856,62.07176006,1268833339.68,1268833339,17165918,233638981,90204899
2021-12-11T00:00:00Z,60.90652875,64.30252850,58.03569432,60.19762443,2089588009.08,60.92297171,64.21402357,57.94727453,60.21666495,1469669351.22,1469669351,75947463,304691207,239279986
2021-12-10T00:00:00Z,66.56231244,71.34999609,60.37432728,60.94055089,2688266134.55,66.53667638,71.51802876,60.35692106,60.90372446,1983129434.94,1983129434,113672083,424303540,167161076
2021-12-09T00:00:00Z,75.17759354,75.67871722,65.74126852,66.61178366,3153248518.94,75.16981171,75.98220357,65.69554445,66.59250951,2332667756.16,2332667756,120335538,481714560,218530663
2021-12-08T00:00:00Z,68.82532619,75.94410365,65.65266921,75.11785822,3038945813.14,68.81134781,75.94720041,65.55648392,75.11009776,2344580953.81,2344580953,102847022,437828664,153689173
2021-12-07T00:00:00Z,67.07053196,74.15058898,65.66195187,68.81966257,3421367874.40,67.06208881,74.23555118,65.67391970,68.80261389,2679654132.10,2679654132,94700964,472963511,174049266
2021-12-06T00:00:00Z,68.23826287,69.13836995,61.46572685,67.11811903,4812792249.22,68.22697844,68.89109156,60.98419538,67.11329446,3858497737.10,3858497737,102327323,616891829,235075358
2021-12-05T00:00:00Z,75.28709151,78.72420130,65.96846338,68.24638700,5748668885.37,75.25789942,78.68484705,65.77996352,68.23990301,4723685262.97,4723685262,55967066,767195624,201820931
2021-12-04T00:00:00Z,63.56335247,78.41308808,52.17129865,75.29638226,7766875623.48,63.55290241,78.40155869,51.63824187,75.26733056,6049790100.18,6049790100,93644626,977131023,646309872
2021-12-03T00:00:00Z,66.32947435,70.14726322,62.52100515,63.52678782,3239434414.38,66.38171569,70.16540823,62.67278547,63.55263054,2615610844.65,2615610844,56448749,376395312,190979507
2021-12-02T00:00:00Z,64.03494686,66.63715059,61.21250095,66.39627614,2787498767.57,64.02912671,66.58259207,61.20358458,66.40255234,2251819533.53,2251819533,37953301,379759260,117966671
2021-12-01T00:00:00Z,59.58282366,64.92186472,55.85800582,64.04840917,2677090751.71,59.71787425,64.91484753,55.88123522,64.03464370,2171596399.58,2171596399,37145756,345899807,122448787
2021-11-30T00:00:00Z,51.69923786,60.09159454,50.55526690,59.60455153,3085381856.31,51.69173285,60.06829012,50.52131451,59.68203185,2508898549.62,2508898549,29346540,375463877,171672888
2021-11-29T00:00:00Z,50.20197722,53.00526013,47.83850482,51.68376337,1338532806.27,50.19823242,52.99576390,47.75684951,51.67474890,1045606384.38,1045606384,23911808,245417741,23596872
2021-11-28T00:00:00Z,43.93495939,50.83821772,43.41416757,50.21662156,2093055336.82,43.93031354,50.64219374,42.99309745,50.20818817,1670337528.51,1670337528,38629235,341407811,42680761
2021-11-27T00:00:00Z,41.19620892,44.38669771,41.17365123,43.96479772,623266504.77,41.18638721,44.41535757,41.10620805,43.96660722,473402923.74,473402923,11518318,127475923,10869339
2021-11-26T00:00:00Z,43.60137673,44.35203991,37.72432265,41.13822025,1509304950.72,43.59330664,44.65561839,37.73108444,41.12952232,1206181234.79,1206181234,29305514,249036840,24781361
2021-11-25T00:00:00Z,38.58689305,43.92634831,38.58689305,43.58692620,661268231.42,38.58542029,43.91849492,38.58542029,43.57816906,516150080.80,516150080,22353161,111304305,11460682
2021-11-24T00:00:00Z,42.75553894,42.93725315,37.94700724,38.59915420,715817299.69,42.76747064,42.97223413,37.90353710,38.59474291,569221157.22,569221157,19826769,113224132,13545240
2021-11-23T00:00:00Z,41.14308021,43.48179866,40.17174095,42.78795519,586863776.76,41.12381591,43.45870219,40.03710701,42.77539029,448139377.28,448139377,21734250,106026129,10964019
